,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта
3157,"ул. Летчиков, д.2 корп.1",Многоквартирный дом,17,2009-01-01 00:00:00,16673.9
3158,"ул. Летчиков, д.2 корп.2",Другое строение,1,1978-01-01 00:00:00,0.06
3159,"ул. Летчиков, д.2 корп.3",Другое строение,1,2004-01-01 00:00:00,0.07
3160,"ул. Летчиков, д.2 корп.4",Групповая станция смешения,1,2005-01-01 00:00:00,0.06
3162,"ул. Летчиков, д.2 корп.5",Многоквартирный дом,18,2017-01-01 00:00:00,9527.5
3163,"ул. Летчиков, д.2 корп.6",Другое строение,1,,0.07
3165,"ул. Летчиков, д.2 корп.б",Многоквартирный дом,18,2021-01-01 00:00:00,9126.4
3166,"ул. Летчиков, д.2 корп.д",Многоквартирный дом,16,2016-01-01 00:00:00,19012.77
3167,"ул. Летчиков, д.20",Многоквартирный дом,14,2012-01-01 00:00:00,7316.0
3168,"ул. Летчиков, д.3",Другое строение,1,,0.02
3169,"ул. Летчиков, д.3 корп.1",Многоквартирный дом,5,1987-01-01 00:00:00,2040.2
3170,"ул. Летчиков, д.3 корп.2",Многоквартирный дом,12,2013-01-01 00:00:00,4149.3
3171,"ул. Летчиков, д.4",Многоквартирный дом,9,1990-01-01 00:00:00,8609.1
3172,"ул. Летчиков, д.4 корп.1",Многоквартирный дом,9,1991-01-01 00:00:00,4300.9
3173,"ул. Летчиков, д.4 корп.2",Многоквартирный дом,10,2000-01-01 00:00:00,4633.5
3174,"ул. Летчиков, д.4 корп.3",Многоквартирный дом,10,2004-01-01 00:00:00,4951.7
3175,"ул. Летчиков, д.4 корп.4",Многоквартирный дом,9,2005-01-01 00:00:00,3797.3
3176,"ул. Летчиков, д.5",Многоквартирный дом,5,1986-01-01 00:00:00,4448.11
3177,"ул. Летчиков, д.5 корп.1",Многоквартирный дом,5,1987-01-01 00:00:00,2011.5
3178,"ул. Летчиков, д.5 корп.2",Многоквартирный дом,5,1987-01-01 00:00:00,2006.0
3179,"ул. Летчиков, д.5 корп.3",Многоквартирный дом,5,1987-01-01 00:00:00,2005.4
3180,"ул. Летчиков, д.5 корп.4",Многоквартирный дом,5,1988-01-01 00:00:00,4482.0
3181,"ул. Летчиков, д.5 корп.5",Многоквартирный дом,5,1990-01-01 00:00:00,4519.2
3182,"ул. Летчиков, д.6",Многоквартирный дом,9,1989-01-01 00:00:00,8754.4
3183,"ул. Летчиков, д.6 корп.1",Дет.ясли и сады,1,1990-01-01 00:00:00,0.01
3184,"ул. Летчиков, д.8",Многоквартирный дом,9,1991-01-01 00:00:00,3979.6
3185,"ул. Летчиков, д.8 корп.1",Многоквартирный дом,9,2000-01-01 00:00:00,3892.6
3186,"ул. Летчиков, д.8 корп.2",Школы и ВУЗ,1,1992-01-01 00:00:00,0.01
3187,"ул. Летчиков, д.9",Многоквартирный дом,18,2013-01-01 00:00:00,26226.5
3188,"ул. Лизы Чайкиной, д.21",Другое строение,2,,0.01
3190,"ул. Лизы Чайкиной, д.25",Другое строение,3,,0.15
3191,"ул. Ломоносова, д.16",Многоквартирный дом,2,1952-01-01 00:00:00,413.9
3192,"ул. Ломоносова, д.18",Многоквартирный дом,2,1952-01-01 00:00:00,393.3
3193,"ул. Ломоносова, д.2",Другое строение,2,,0.01
3194,"ул. Ломоносова, д.8",Многоквартирный дом,2,1952-01-01 00:00:00,432.4
3195,"ул. Луганская, д.3",Другое строение,5,,0.01
3196,"ул. Луганская, д.3 корп.1",Другое строение,3,,0.01
3197,"ул. Льва Толстого, д.1",Многоквартирный дом,4,1949-01-01 00:00:00,3614.0
3198,"ул. Льва Толстого, д.11",Другое строение,2,,0.02
3199,"ул. Льва Толстого, д.13",Многоквартирный дом,12,2000-01-01 00:00:00,11723.1
3200,"ул. Льва Толстого, д.13*",Другое строение,0,,
3201,"ул. Льва Толстого, д.18",Многоквартирный дом,3,1958-01-01 00:00:00,1219.9
3202,"ул. Льва Толстого, д.20",Многоквартирный дом,13,2017-11-30 00:00:00,8142.41
3204,"ул. Льва Толстого, д.21",Другое строение,3,,0.01
3205,"ул. Льва Толстого, д.28",Другое строение,2,,0.03
3206,"ул. Льва Толстого, д.28 корп.1",Другое строение,2,,0.03
3207,"ул. Льва Толстого, д.3",Многоквартирный дом,4,1940-01-01 00:00:00,2364.6
3208,"ул. Льва Толстого, д.30 корп.1",Другое строение,1,,0.01
3209,"ул. Льва Толстого, д.4",Многоквартирный дом,2,1932-01-01 00:00:00,593.7
3210,"ул. Льва Толстого, д.5",Многоквартирный дом,4,1940-01-01 00:00:00,2336.5
3211,"ул. Львовская, д.3",Многоквартирный дом,2,1955-01-01 00:00:00,421.3
3212,"ул. Львовская, д.4",Другое строение,0,,0.02
3213,"ул. Львовская, д.5",Многоквартирный дом,3,1955-01-01 00:00:00,626.1
3214,"ул. Майская, д.1",Многоквартирный дом,2,1971-01-01 00:00:00,724.4
3215,"ул. Майская, д.1 корп.А",Многоквартирный дом,2,1973-01-01 00:00:00,1115.5
3216,"ул. Майская, д.5",Многоквартирный дом,2,1947-01-01 00:00:00,409.6
3217,"ул. Майская, д.5 корп.А",Многоквартирный дом,2,1977-01-01 00:00:00,744.2
3218,"ул. Майская, д.7",Многоквартирный дом,2,1972-01-01 00:00:00,726.2
3219,"ул. Майская, д.7 корп.А",Многоквартирный дом,2,1973-01-01 00:00:00,693.1
3220,"ул. Майская, д.9",Многоквартирный дом,2,1957-01-01 00:00:00,384.5
3221,"ул. Майская, д.9 корп.А",Многоквартирный дом,2,1957-01-01 00:00:00,373.5
3222,"ул. Максима Горького, д.35",Другое строение,11,,0.01
3223,"ул. Максима Горького, д.35 корп.а",Многоквартирный дом,2,1958-01-01 00:00:00,639.9
3224,"ул. Максима Горького, д.36",Другое строение,5,,0.01
3225,"ул. Максима Горького, д.38",Многоквартирный дом,3,1959-01-01 00:00:00,1107.5
3226,"ул. Максима Горького, д.39",Многоквартирный дом,3,1958-01-01 00:00:00,1129.0
3227,"ул. Максима Горького, д.40",Многоквартирный дом,3,1958-01-01 00:00:00,1256.7
3228,"ул. Максима Горького, д.41",Многоквартирный дом,3,1959-01-01 00:00:00,1110.2
3229,"ул. Максима Горького, д.42",Другое строение,2,,0.01
3230,"ул. Максима Горького, д.43",Другое строение,1,,0.01
3231,"ул. Максима Горького, д.44",Многоквартирный дом,18,2016-01-01 00:00:00,11760.3
3232,"ул. Максима Горького, д.44*потери",Другое строение,0,,
3233,"ул. Максима Горького, д.44/1",Многоквартирный дом,18,2018-10-01 00:00:00,5110.6
3234,"ул. Максима Горького, д.46",Многоквартирный дом,18,2018-01-01 00:00:00,13850.91
3235,"ул. Максима Горького, д.47",Другое строение,4,,0.01
3236,"ул. Максима Горького, д.49",Многоквартирный дом,2,1951-01-01 00:00:00,386.1
3237,"ул. Максима Горького, д.51",Автостоянка,3,2016-01-01 00:00:00,0.02
3238,"ул. Максима Горького, д.51 потери*",Другое строение,0,,0.01
3239,"ул. Максима Горького, д.52",Многоквартирный дом,10,2013-01-01 00:00:00,9099.4
3240,"ул. Максима Горького, д.52*",Другое строение,0,,
3241,"ул. Максима Горького, д.54",Многоквартирный дом,12,2014-01-01 00:00:00,11256.2
3242,"ул. Максима Горького, д.54*",Другое строение,0,,
3243,"ул. Максима Горького, д.56",Многоквартирный дом,12,2012-01-01 00:00:00,9120.54
3245,"ул. Максима Горького, д.68",Многоквартирный дом,9,2013-01-01 00:00:00,4342.7
3246,"ул. Максима Горького, д.69 корп.а",Другое строение,5,,0.01
3247,"ул. Максима Горького, д.70",Другое строение,4,1987-01-01 00:00:00,0.01
3248,"ул. Максима Горького, д.70 корп.1",Многоквартирный дом,10,2012-01-01 00:00:00,3350.81
